,unique_id,x_index,y_index,time_bin,crime_count,neighbourhood_crime_count,hotspot
10227,5967,76,51,2012-03-15,0.0,34.0,0
10232,5968,76,52,2012-03-15,1.0,35.0,0
10236,5485,71,61,2012-03-15,1.0,56.0,0
10238,5969,76,53,2012-03-15,0.0,39.0,0
10261,8712,109,19,2012-03-15,0.0,27.0,0
10267,5719,73,94,2012-03-15,1.0,5.0,0
10308,8458,105,78,2012-03-15,0.0,20.0,0
10314,10470,130,34,2012-03-15,1.0,25.0,0
10318,8721,109,28,2012-03-15,0.0,26.0,0
10333,9983,124,51,2012-03-15,0.0,35.0,0
10343,11357,141,50,2012-03-15,2.0,45.0,0
10376,5486,71,62,2012-03-15,1.0,47.0,0
10418,11197,139,52,2012-03-15,0.0,45.0,0
10457,4013,58,55,2012-03-15,1.0,35.0,0
10478,8749,109,56,2012-03-15,0.0,24.0,0
10480,5695,73,70,2012-03-15,1.0,33.0,0
10492,5694,73,69,2012-03-15,2.0,30.0,0
10517,4017,58,59,2012-03-15,0.0,27.0,0
10521,5697,73,72,2012-03-15,0.0,34.0,0
10539,5696,73,71,2012-03-15,2.0,33.0,0
10566,5987,76,71,2012-03-15,0.0,28.0,0
10643,5701,73,76,2012-03-15,3.0,31.0,0
10655,2911,48,91,2012-03-15,1.0,22.0,0
10663,5993,76,77,2012-03-15,0.0,19.0,0
10725,10223,127,37,2012-03-15,4.0,44.0,0
10733,8250,103,24,2012-03-15,3.0,18.0,0
10782,5175,68,73,2012-03-15,0.0,40.0,0
10796,8494,106,36,2012-03-15,0.0,38.0,0
10801,9747,121,71,2012-03-15,0.0,17.0,0
10810,1753,38,101,2012-03-15,0.0,21.0,0
10853,1752,38,100,2012-03-15,0.0,24.0,0
10905,11348,141,41,2012-03-15,1.0,25.0,0
10920,10228,127,42,2012-03-15,0.0,43.0,0
10976,1370,34,97,2012-03-15,1.0,21.0,0
10982,6615,83,38,2012-03-15,1.0,15.0,0
10983,8668,108,53,2012-03-15,1.0,16.0,0
11004,1371,34,98,2012-03-15,1.0,21.0,0
11038,8666,108,51,2012-03-15,0.0,16.0,0
11055,10227,127,41,2012-03-15,2.0,46.0,0
11100,11587,144,49,2012-03-15,0.0,36.0,0
11106,11586,144,48,2012-03-15,0.0,35.0,0
11115,5955,76,39,2012-03-15,0.0,7.0,0
11126,5153,68,51,2012-03-15,1.0,111.0,0
11133,5152,68,50,2012-03-15,0.0,101.0,0
11193,8479,106,21,2012-03-15,1.0,31.0,0
11245,6610,83,33,2012-03-15,2.0,11.0,0
11268,5160,68,58,2012-03-15,0.0,102.0,0
11289,10219,127,33,2012-03-15,0.0,27.0,0
11297,9967,124,35,2012-03-15,2.0,31.0,0
11313,8488,106,30,2012-03-15,1.0,33.0,0
11329,5156,68,54,2012-03-15,8.0,128.0,1
11353,5155,68,53,2012-03-15,5.0,123.0,1
11361,8258,103,32,2012-03-15,1.0,37.0,0
11367,6609,83,32,2012-03-15,0.0,8.0,0
11378,5159,68,57,2012-03-15,0.0,112.0,0
11381,5158,68,56,2012-03-15,2.0,129.0,0
11389,5157,68,55,2012-03-15,4.0,131.0,0
11417,10953,136,38,2012-03-15,0.0,25.0,0
11423,4691,64,50,2012-03-15,2.0,103.0,0
11436,4692,64,51,2012-03-15,1.0,116.0,0
11477,10877,135,40,2012-03-15,0.0,28.0,0
11503,4468,62,58,2012-03-15,1.0,80.0,0
11531,9381,117,32,2012-03-15,2.0,25.0,0
11539,10987,136,72,2012-03-15,0.0,6.0,0
11600,4693,64,52,2012-03-15,2.0,125.0,0
11604,9485,118,58,2012-03-15,0.0,17.0,0
11612,11034,137,41,2012-03-15,1.0,29.0,0
11629,2453,44,94,2012-03-15,0.0,27.0,0
11644,4687,64,46,2012-03-15,0.0,36.0,0
11736,4617,63,91,2012-03-15,1.0,13.0,0
11808,4688,64,47,2012-03-15,1.0,45.0,0
11814,2452,44,93,2012-03-15,0.0,25.0,0
11850,4694,64,53,2012-03-15,1.0,127.0,0
11860,4459,62,49,2012-03-15,0.0,64.0,0
11884,11122,138,52,2012-03-15,0.0,45.0,0
11912,9211,115,26,2012-03-15,1.0,19.0,0
11916,4460,62,50,2012-03-15,2.0,83.0,0
11937,4699,64,58,2012-03-15,0.0,100.0,0
11979,7079,88,47,2012-03-15,1.0,18.0,0
11989,4237,60,56,2012-03-15,0.0,55.0,0
12001,6989,87,47,2012-03-15,1.0,15.0,0
12004,9071,113,51,2012-03-15,1.0,23.0,0
12014,4236,60,55,2012-03-15,1.0,59.0,0
12024,4238,60,57,2012-03-15,1.0,49.0,0
12044,4386,61,92,2012-03-15,1.0,15.0,0
12079,4463,62,53,2012-03-15,0.0,104.0,0
12133,11119,138,49,2012-03-15,0.0,49.0,0
12157,9378,117,29,2012-03-15,0.0,18.0,0
12170,4695,64,54,2012-03-15,1.0,128.0,0
12188,10669,132,72,2012-03-15,1.0,8.0,0
12195,9212,115,27,2012-03-15,0.0,20.0,0
12210,7520,93,77,2012-03-15,1.0,11.0,0
12212,4461,62,51,2012-03-15,0.0,93.0,0
12217,10798,134,41,2012-03-15,0.0,28.0,0
12230,11822,149,34,2012-03-15,0.0,7.0,0
12251,11120,138,50,2012-03-15,1.0,49.0,0
12256,11781,148,34,2012-03-15,2.0,7.0,0
12264,4696,64,55,2012-03-15,2.0,127.0,0
12300,9236,115,51,2012-03-15,1.0,21.0,0
12314,8973,112,37,2012-03-15,2.0,39.0,0
12315,4815,65,59,2012-03-15,0.0,82.0,0
12325,8956,112,20,2012-03-15,0.0,24.0,0
12341,8974,112,38,2012-03-15,0.0,37.0,0
12342,4814,65,58,2012-03-15,1.0,98.0,0
12375,4835,65,79,2012-03-15,0.0,36.0,0
12386,10727,133,50,2012-03-15,0.0,30.0,0
12422,4811,65,55,2012-03-15,3.0,125.0,0
12443,9408,117,59,2012-03-15,0.0,15.0,0
12460,10723,133,46,2012-03-15,2.0,36.0,0
12465,4812,65,56,2012-03-15,2.0,120.0,0
12499,10908,135,71,2012-03-15,0.0,6.0,0
12559,9420,117,75,2012-03-15,1.0,13.0,0
12570,4831,65,75,2012-03-15,1.0,30.0,0
12572,9243,115,58,2012-03-15,2.0,16.0,0
12624,10902,135,65,2012-03-15,0.0,4.0,0
12647,8970,112,34,2012-03-15,0.0,41.0,0
12657,2096,41,94,2012-03-15,1.0,24.0,0
12711,8968,112,32,2012-03-15,0.0,33.0,0
12714,6349,80,49,2012-03-15,0.0,20.0,0
12716,4833,65,77,2012-03-15,2.0,31.0,0
12740,11107,138,37,2012-03-15,0.0,23.0,0
12769,4802,65,46,2012-03-15,1.0,35.0,0
12785,8987,112,51,2012-03-15,0.0,26.0,0
12806,4803,65,47,2012-03-15,3.0,44.0,0
12816,4349,61,55,2012-03-15,4.0,72.0,0
12835,4350,61,56,2012-03-15,2.0,67.0,0
12840,11735,147,33,2012-03-15,0.0,7.0,0
12891,6172,78,61,2012-03-15,0.0,33.0,0
12939,2568,45,93,2012-03-15,0.0,28.0,0
12951,4273,60,92,2012-03-15,0.0,15.0,0
12953,2457,44,98,2012-03-15,0.0,24.0,0
12972,4808,65,52,2012-03-15,2.0,124.0,0
12980,6182,78,71,2012-03-15,0.0,20.0,0
12988,4843,65,87,2012-03-15,1.0,18.0,0
12991,10749,133,72,2012-03-15,2.0,6.0,0
12999,4807,65,51,2012-03-15,1.0,114.0,0
13015,9257,115,73,2012-03-15,0.0,11.0,0
13044,8978,112,42,2012-03-15,0.0,35.0,0
13045,4810,65,54,2012-03-15,3.0,126.0,0
13062,4809,65,53,2012-03-15,2.0,125.0,0
13105,10718,133,41,2012-03-15,0.0,35.0,0
13109,9402,117,53,2012-03-15,0.0,24.0,0
13118,9259,115,75,2012-03-15,0.0,9.0,0
13122,4348,61,54,2012-03-15,0.0,71.0,0
13142,9461,118,34,2012-03-15,1.0,25.0,0
13143,9093,113,73,2012-03-15,1.0,25.0,0
13145,9404,117,55,2012-03-15,1.0,24.0,0
13167,6340,80,40,2012-03-15,0.0,10.0,0
13207,9323,116,55,2012-03-15,1.0,24.0,0
13231,4921,66,49,2012-03-15,1.0,75.0,0
13275,8894,111,41,2012-03-15,0.0,32.0,0
13290,4580,63,54,2012-03-15,2.0,125.0,0
13306,4574,63,48,2012-03-15,0.0,64.0,0
13307,4925,66,53,2012-03-15,1.0,123.0,0
13308,8881,111,28,2012-03-15,0.0,28.0,0
13316,4577,63,51,2012-03-15,4.0,114.0,0
13328,4575,63,49,2012-03-15,0.0,80.0,0
13332,10828,134,71,2012-03-15,0.0,5.0,0
13351,9502,118,75,2012-03-15,1.0,14.0,0
13378,11043,137,50,2012-03-15,2.0,38.0,0
13387,4571,63,45,2012-03-15,1.0,23.0,0
13396,2338,43,98,2012-03-15,0.0,24.0,0
13408,4926,66,54,2012-03-15,2.0,125.0,0
13520,4573,63,47,2012-03-15,0.0,46.0,0
13524,4923,66,51,2012-03-15,4.0,111.0,0
13552,11044,137,51,2012-03-15,0.0,37.0,0
13556,9061,113,41,2012-03-15,1.0,35.0,0
13560,7623,95,19,2012-03-15,0.0,7.0,0
13604,4578,63,52,2012-03-15,0.0,123.0,0
13620,4572,63,46,2012-03-15,0.0,37.0,0
13623,4922,66,50,2012-03-15,1.0,99.0,0
13627,4585,63,59,2012-03-15,1.0,79.0,0
13678,4924,66,52,2012-03-15,1.0,120.0,0
13693,4732,64,91,2012-03-15,0.0,12.0,0
13724,4927,66,55,2012-03-15,0.0,125.0,0
13729,2369,44,8,2012-03-15,0.0,5.0,0
13741,9317,116,49,2012-03-15,0.0,20.0,0
13747,7084,88,52,2012-03-15,1.0,15.0,0
13800,9326,116,58,2012-03-15,0.0,17.0,0
13852,4928,66,56,2012-03-15,4.0,121.0,0
13874,4576,63,50,2012-03-15,1.0,102.0,0
13883,10649,132,52,2012-03-15,0.0,25.0,0
13895,11042,137,49,2012-03-15,0.0,38.0,0
13896,4456,62,46,2012-03-15,1.0,34.0,0
13910,11693,146,41,2012-03-15,0.0,17.0,0
13951,4807,65,51,2012-03-29,2.0,133.0,0
13967,4809,65,53,2012-03-29,0.0,139.0,0
13969,9747,121,71,2012-03-29,0.0,15.0,0
13981,8987,112,51,2012-03-29,0.0,37.0,0
14000,11516,143,49,2012-03-29,4.0,27.0,0
14011,11515,143,48,2012-03-29,0.0,27.0,0
14024,5160,68,58,2012-03-29,1.0,101.0,0
14090,6609,83,32,2012-03-29,0.0,7.0,0
14091,8488,106,30,2012-03-29,0.0,37.0,0
14092,9967,124,35,2012-03-29,1.0,24.0,0
14097,5158,68,56,2012-03-29,4.0,132.0,0
14109,10749,133,72,2012-03-29,2.0,10.0,0
14123,5809,74,87,2012-03-29,1.0,10.0,0
14130,4808,65,52,2012-03-29,1.0,141.0,0
14131,9061,113,41,2012-03-29,0.0,25.0,0
14149,5159,68,57,2012-03-29,0.0,114.0,0
14152,9257,115,73,2012-03-29,0.0,11.0,0
14154,10219,127,33,2012-03-29,0.0,20.0,0
14202,5157,68,55,2012-03-29,4.0,135.0,0
14211,8494,106,36,2012-03-29,0.0,27.0,0
14227,1752,38,100,2012-03-29,1.0,19.0,0
14236,1753,38,101,2012-03-29,0.0,18.0,0
14241,9259,115,75,2012-03-29,1.0,9.0,0
14279,9402,117,53,2012-03-29,3.0,39.0,0
14280,4350,61,56,2012-03-29,2.0,67.0,0
14291,4348,61,54,2012-03-29,0.0,80.0,0
14293,10296,128,25,2012-03-29,0.0,10.0,0
14313,4349,61,55,2012-03-29,0.0,76.0,0
14335,4803,65,47,2012-03-29,2.0,59.0,0
14372,8186,102,37,2012-03-29,1.0,19.0,0
14384,8250,103,24,2012-03-29,2.0,20.0,0
14391,10223,127,37,2012-03-29,0.0,35.0,0
14402,1371,34,98,2012-03-29,0.0,14.0,0
14446,9404,117,55,2012-03-29,0.0,47.0,0
14454,9093,113,73,2012-03-29,0.0,27.0,0
14486,6610,83,33,2012-03-29,0.0,7.0,0
14521,4802,65,46,2012-03-29,0.0,46.0,0
14530,9323,116,55,2012-03-29,1.0,49.0,0
14544,6340,80,40,2012-03-29,1.0,11.0,0
14636,5968,76,52,2012-03-29,0.0,23.0,0
14638,5719,73,94,2012-03-29,0.0,4.0,0
14642,8970,112,34,2012-03-29,1.0,41.0,0
14671,9317,116,49,2012-03-29,1.0,25.0,0
14684,5969,76,53,2012-03-29,1.0,24.0,0
14696,2369,44,8,2012-03-29,0.0,1.0,0
14717,10828,134,71,2012-03-29,0.0,10.0,0
14752,8712,109,19,2012-03-29,1.0,22.0,0
14754,11043,137,50,2012-03-29,1.0,24.0,0
14766,5967,76,51,2012-03-29,0.0,24.0,0
14768,3187,51,21,2012-03-29,0.0,3.0,0
14769,8575,107,38,2012-03-29,0.0,28.0,0
14821,7084,88,52,2012-03-29,0.0,20.0,0
14852,11357,141,50,2012-03-29,0.0,31.0,0
14868,8721,109,28,2012-03-29,0.0,38.0,0
14874,5486,71,62,2012-03-29,1.0,46.0,0
14912,1292,33,98,2012-03-29,2.0,14.0,0
14917,5975,76,59,2012-03-29,1.0,46.0,0
14931,11042,137,49,2012-03-29,0.0,24.0,0
14932,10473,130,37,2012-03-29,0.0,38.0,0
14933,8458,105,78,2012-03-29,2.0,15.0,0
14948,9420,117,75,2012-03-29,0.0,13.0,0
14968,5484,71,60,2012-03-29,0.0,73.0,0
14977,8968,112,32,2012-03-29,0.0,38.0,0
14986,6349,80,49,2012-03-29,0.0,16.0,0
14998,9243,115,58,2012-03-29,0.0,41.0,0
15053,10470,130,34,2012-03-29,0.0,22.0,0
15056,5485,71,61,2012-03-29,3.0,60.0,0
15074,5152,68,50,2012-03-29,1.0,113.0,0
15095,11586,144,48,2012-03-29,0.0,26.0,0
15098,4811,65,55,2012-03-29,1.0,138.0,0
15100,5153,68,51,2012-03-29,0.0,123.0,0
15106,8258,103,32,2012-03-29,0.0,37.0,0
15155,4812,65,56,2012-03-29,0.0,126.0,0
15190,11044,137,51,2012-03-29,1.0,24.0,0
15195,5155,68,53,2012-03-29,10.0,129.0,1
15197,8978,112,42,2012-03-29,2.0,27.0,0
15202,4810,65,54,2012-03-29,5.0,141.0,1
15210,5156,68,54,2012-03-29,5.0,134.0,1
15246,5955,76,39,2012-03-29,0.0,11.0,0
15252,8565,107,28,2012-03-29,0.0,36.0,0
15288,9408,117,59,2012-03-29,0.0,30.0,0
15295,11587,144,49,2012-03-29,0.0,26.0,0
15307,5812,74,90,2012-03-29,0.0,7.0,0
15322,1290,33,96,2012-03-29,1.0,11.0,0
15349,4815,65,59,2012-03-29,1.0,81.0,0
15352,8973,112,37,2012-03-29,1.0,36.0,0
15373,8479,106,21,2012-03-29,0.0,25.0,0
15395,10310,128,39,2012-03-29,0.0,42.0,0
15460,11517,143,50,2012-03-29,5.0,27.0,1
15465,10312,128,41,2012-03-29,1.0,41.0,0
15474,4814,65,58,2012-03-29,1.0,94.0,0
15476,10311,128,40,2012-03-29,1.0,42.0,0
15528,8974,112,38,2012-03-29,0.0,33.0,0
15534,11781,148,34,2012-03-29,1.0,8.0,0
15543,5271,69,55,2012-03-29,3.0,136.0,0
15548,4696,64,55,2012-03-29,1.0,141.0,0
15669,4461,62,51,2012-03-29,1.0,108.0,0
15729,5865,75,47,2012-03-29,0.0,14.0,0
15732,5783,74,61,2012-03-29,1.0,41.0,0
15754,5270,69,54,2012-03-29,3.0,134.0,0
15778,8644,108,29,2012-03-29,1.0,43.0,0
15782,4694,64,53,2012-03-29,0.0,143.0,0
15799,8106,101,33,2012-03-29,2.0,27.0,0
15838,10390,129,35,2012-03-29,0.0,26.0,0
15880,8645,108,30,2012-03-29,2.0,42.0,0
15884,5778,74,56,2012-03-29,3.0,44.0,0
15899,5394,70,72,2012-03-29,2.0,43.0,0
15911,9378,117,29,2012-03-29,0.0,24.0,0
15933,4463,62,53,2012-03-29,0.0,114.0,0
15961,5273,69,57,2012-03-29,0.0,119.0,0
15971,5892,75,74,2012-03-29,0.0,41.0,0
15975,8643,108,28,2012-03-29,0.0,40.0,0
16000,4695,64,54,2012-03-29,2.0,145.0,0
16006,8642,108,27,2012-03-29,0.0,41.0,0
16115,4386,61,92,2012-03-29,0.0,17.0,0
16116,9906,123,60,2012-03-29,0.0,26.0,0
16142,4456,62,46,2012-03-29,0.0,45.0,0
16164,9071,113,51,2012-03-29,2.0,37.0,0
16176,10342,128,71,2012-03-29,1.0,12.0,0
16183,6989,87,47,2012-03-29,0.0,20.0,0
16188,5872,75,54,2012-03-29,2.0,26.0,0
16250,7079,88,47,2012-03-29,0.0,20.0,0
16277,4460,62,50,2012-03-29,4.0,95.0,0
16292,7422,92,61,2012-03-29,5.0,14.0,1
16337,11822,149,34,2012-03-29,1.0,7.0,0
16341,5269,69,53,2012-03-29,0.0,129.0,0
16365,10798,134,41,2012-03-29,1.0,30.0,0
16403,4459,62,49,2012-03-29,1.0,80.0,0
16443,11508,143,41,2012-03-29,0.0,28.0,0
16444,6819,85,60,2012-03-29,0.0,10.0,0
16486,4699,64,58,2012-03-29,0.0,96.0,0
16500,11514,143,47,2012-03-29,1.0,26.0,0
16516,2453,44,94,2012-03-29,0.0,20.0,0
16555,4687,64,46,2012-03-29,2.0,46.0,0
16577,8151,101,78,2012-03-29,0.0,13.0,0
16630,8557,107,20,2012-03-29,2.0,26.0,0
16639,5802,74,80,2012-03-29,0.0,29.0,0
16654,9834,122,74,2012-03-29,3.0,14.0,0
16682,2338,43,98,2012-03-29,0.0,14.0,0
16709,4688,64,47,2012-03-29,0.0,60.0,0
16725,2452,44,93,2012-03-29,0.0,20.0,0
16752,10228,127,42,2012-03-29,0.0,40.0,0
16772,8668,108,53,2012-03-29,0.0,26.0,0
16775,6615,83,38,2012-03-29,0.0,11.0,0
16780,10322,128,51,2012-03-29,0.0,29.0,0
16818,10227,127,41,2012-03-29,5.0,40.0,1
16820,5175,68,73,2012-03-29,0.0,43.0,0
16827,2457,44,98,2012-03-29,0.0,14.0,0
16831,1370,34,97,2012-03-29,1.0,12.0,0
16856,9326,116,58,2012-03-29,2.0,39.0,0
16871,8666,108,51,2012-03-29,5.0,24.0,1
16874,10323,128,52,2012-03-29,0.0,29.0,0
16878,4732,64,91,2012-03-29,0.0,18.0,0
16934,11348,141,41,2012-03-29,0.0,30.0,0
16986,3261,51,95,2012-03-29,2.0,22.0,0
16991,4692,64,51,2012-03-29,5.0,136.0,1
17026,8554,107,17,2012-03-29,0.0,21.0,0
17041,5774,74,52,2012-03-29,1.0,26.0,0
17057,4691,64,50,2012-03-29,3.0,121.0,0
17060,11513,143,46,2012-03-29,0.0,35.0,0
17066,5400,70,78,2012-03-29,0.0,40.0,0
17072,8651,108,36,2012-03-29,0.0,34.0,0
17078,3262,51,96,2012-03-29,0.0,22.0,0
17098,5399,70,77,2012-03-29,4.0,40.0,0
17101,4693,64,52,2012-03-29,2.0,144.0,0
17118,10392,129,37,2012-03-29,1.0,40.0,0
17133,11266,140,41,2012-03-29,2.0,27.0,0
17134,9381,117,32,2012-03-29,0.0,25.0,0
17151,9920,123,74,2012-03-29,0.0,15.0,0
17200,8648,108,33,2012-03-29,0.0,44.0,0
17207,5776,74,54,2012-03-29,0.0,30.0,0
17218,8226,102,77,2012-03-29,0.0,12.0,0
17240,8657,108,42,2012-03-29,3.0,30.0,0
17268,3147,50,96,2012-03-29,0.0,23.0,0
17277,10877,135,40,2012-03-29,2.0,29.0,0
17363,5773,74,51,2012-03-29,0.0,27.0,0
17382,8653,108,38,2012-03-29,3.0,33.0,0
17389,10397,129,42,2012-03-29,0.0,44.0,0
17412,1637,37,103,2012-03-29,2.0,13.0,0
17432,8227,102,78,2012-03-29,1.0,11.0,0
17439,4468,62,58,2012-03-29,0.0,70.0,0
17458,11034,137,41,2012-03-29,3.0,33.0,0
17460,9983,124,51,2012-03-29,0.0,30.0,0
17506,5679,73,54,2012-03-29,1.0,56.0,0
17541,6049,77,35,2012-03-29,0.0,5.0,0
17556,6048,77,34,2012-03-29,0.0,2.0,0
17585,5039,67,52,2012-03-29,3.0,132.0,0
17605,11186,139,41,2012-03-29,0.0,29.0,0
17613,5040,67,53,2012-03-29,1.0,130.0,0
17626,3486,53,92,2012-03-29,0.0,21.0,0
17674,5590,72,65,2012-03-29,2.0,44.0,0
17689,5038,67,51,2012-03-29,3.0,124.0,0
17701,5675,73,50,2012-03-29,0.0,44.0,0
17725,8381,104,78,2012-03-29,0.0,15.0,0
17748,5588,72,63,2012-03-29,1.0,39.0,0
17809,4149,59,80,2012-03-29,0.0,7.0,0
17810,8799,110,28,2012-03-29,0.0,39.0,0
17843,10953,136,38,2012-03-29,2.0,33.0,0
17863,5677,73,52,2012-03-29,3.0,51.0,0
17876,4573,63,47,2012-03-29,1.0,60.0,0
17896,10143,126,41,2012-03-29,1.0,37.0,0
17912,4959,66,87,2012-03-29,1.0,23.0,0
17933,5676,73,51,2012-03-29,2.0,51.0,0
17993,5686,73,61,2012-03-29,1.0,46.0,0
18038,8768,109,75,2012-03-29,3.0,19.0,0
18039,6172,78,61,2012-03-29,1.0,33.0,0
18061,11439,142,50,2012-03-29,0.0,32.0,0
18069,8764,109,71,2012-03-29,1.0,27.0,0
18080,10155,126,53,2012-03-29,3.0,28.0,0
18094,10068,125,51,2012-03-29,0.0,30.0,0
18101,2568,45,93,2012-03-29,0.0,21.0,0
18132,10154,126,52,2012-03-29,3.0,28.0,0
18159,4273,60,92,2012-03-29,0.0,16.0,0
18161,8765,109,72,2012-03-29,7.0,29.0,1
18188,5042,67,55,2012-03-29,7.0,132.0,1
18228,5043,67,56,2012-03-29,3.0,124.0,0
18274,4574,63,48,2012-03-29,0.0,72.0,0
18289,5041,67,54,2012-03-29,8.0,134.0,1
18297,5046,67,59,2012-03-29,0.0,84.0,0
18302,5684,73,59,2012-03-29,1.0,61.0,0
18307,4617,63,91,2012-03-29,1.0,18.0,0
18308,8303,103,77,2012-03-29,1.0,12.0,0
18327,10152,126,50,2012-03-29,4.0,30.0,0
18344,4575,63,49,2012-03-29,1.0,97.0,0
18355,5045,67,58,2012-03-29,0.0,94.0,0
18370,5044,67,57,2012-03-29,10.0,106.0,1
18379,8304,103,78,2012-03-29,0.0,11.0,0
18397,8842,110,71,2012-03-29,0.0,28.0,0
18469,11430,142,41,2012-03-29,3.0,28.0,0
18533,9211,115,26,2012-03-29,0.0,22.0,0
18566,8406,105,26,2012-03-29,0.0,36.0,0
18583,10669,132,72,2012-03-29,0.0,10.0,0
18585,7165,89,50,2012-03-29,0.0,18.0,0
18661,6076,77,62,2012-03-29,1.0,36.0,0
18677,10054,125,37,2012-03-29,0.0,30.0,0
18678,4237,60,56,2012-03-29,2.0,47.0,0
18713,4979,66,107,2012-03-29,1.0,5.0,0
18733,10055,125,38,2012-03-29,0.0,35.0,0
18734,4127,59,58,2012-03-29,1.0,25.0,0
18737,4236,60,55,2012-03-29,2.0,55.0,0
18744,4126,59,57,2012-03-29,0.0,29.0,0
18753,4982,66,110,2012-03-29,0.0,5.0,0
18758,8399,105,19,2012-03-29,1.0,18.0,0
18774,4128,59,59,2012-03-29,0.0,23.0,0
18793,11122,138,52,2012-03-29,0.0,34.0,0
18817,6073,77,59,2012-03-29,1.0,43.0,0
18848,4238,60,57,2012-03-29,0.0,38.0,0
18865,6074,77,60,2012-03-29,3.0,38.0,0
18909,11119,138,49,2012-03-29,2.0,34.0,0
18929,10139,126,37,2012-03-29,1.0,33.0,0
18933,8894,111,41,2012-03-29,0.0,28.0,0
18943,7176,89,61,2012-03-29,0.0,15.0,0
19012,7915,98,74,2012-03-29,0.0,12.0,0
19018,7177,89,62,2012-03-29,0.0,14.0,0
19045,9485,118,58,2012-03-29,0.0,32.0,0
19049,7163,89,48,2012-03-29,0.0,17.0,0
19057,10554,131,37,2012-03-29,1.0,39.0,0
19060,4572,63,46,2012-03-29,0.0,46.0,0
19062,10987,136,72,2012-03-29,0.0,6.0,0
19073,10140,126,38,2012-03-29,2.0,38.0,0
19078,2801,47,97,2012-03-29,2.0,21.0,0
19101,10555,131,38,2012-03-29,2.0,43.0,0
19102,8412,105,32,2012-03-29,0.0,40.0,0
19113,7623,95,19,2012-03-29,0.0,7.0,0
19116,9623,120,30,2012-03-29,1.0,10.0,0
19131,8806,110,35,2012-03-29,0.0,38.0,0
19183,11120,138,50,2012-03-29,0.0,34.0,0
19196,5584,72,59,2012-03-29,2.0,87.0,0
19200,8331,104,28,2012-03-29,0.0,35.0,0
19203,7520,93,77,2012-03-29,0.0,4.0,0
19219,9212,115,27,2012-03-29,1.0,21.0,0
19220,9502,118,75,2012-03-29,1.0,13.0,0
19229,8811,110,40,2012-03-29,1.0,30.0,0
19249,6066,77,52,2012-03-29,0.0,24.0,0
19255,10137,126,35,2012-03-29,0.0,23.0,0
19268,1448,35,101,2012-03-29,0.0,16.0,0
19281,4571,63,45,2012-03-29,2.0,28.0,0
19321,2795,47,91,2012-03-29,0.0,20.0,0
19324,10562,131,45,2012-03-29,0.0,34.0,0
19350,8808,110,37,2012-03-29,0.0,35.0,0
19371,8763,109,70,2012-03-29,1.0,27.0,0
19381,2911,48,91,2012-03-29,2.0,21.0,0
19413,8956,112,20,2012-03-29,0.0,22.0,0
19434,4924,66,52,2012-03-29,4.0,135.0,0
19482,5993,76,77,2012-03-29,0.0,23.0,0
19487,9236,115,51,2012-03-29,0.0,32.0,0
19516,4580,63,54,2012-03-29,1.0,141.0,0
19521,4835,65,79,2012-03-29,0.0,32.0,0
19536,10635,132,38,2012-03-29,2.0,41.0,0
19553,8881,111,28,2012-03-29,0.0,36.0,0
19575,4925,66,53,2012-03-29,0.0,133.0,0
19580,10727,133,50,2012-03-29,2.0,20.0,0
19594,10634,132,37,2012-03-29,1.0,39.0,0
19610,4923,66,51,2012-03-29,6.0,127.0,1
19643,10723,133,46,2012-03-29,0.0,24.0,0
19651,11197,139,52,2012-03-29,0.0,33.0,0
19688,1522,36,95,2012-03-29,1.0,14.0,0
19719,4017,58,59,2012-03-29,0.0,18.0,0
19737,4013,58,55,2012-03-29,1.0,29.0,0
19775,5701,73,76,2012-03-29,2.0,40.0,0
19778,4585,63,59,2012-03-29,0.0,79.0,0
19824,10908,135,71,2012-03-29,2.0,9.0,0
19829,7339,91,60,2012-03-29,0.0,15.0,0
19848,10638,132,41,2012-03-29,2.0,40.0,0
19897,8728,109,35,2012-03-29,1.0,38.0,0
19910,4927,66,55,2012-03-29,1.0,132.0,0
19951,4831,65,75,2012-03-29,1.0,31.0,0
19953,5491,71,67,2012-03-29,0.0,40.0,0
20008,5977,76,61,2012-03-29,0.0,42.0,0
20011,4929,66,57,2012-03-29,1.0,105.0,0
20020,4928,66,56,2012-03-29,5.0,123.0,1
20062,10902,135,65,2012-03-29,0.0,4.0,0
20077,4926,66,54,2012-03-29,3.0,135.0,0
20131,5987,76,71,2012-03-29,0.0,25.0,0
20212,11107,138,37,2012-03-29,0.0,27.0,0
20252,4833,65,77,2012-03-29,0.0,33.0,0
20261,2096,41,94,2012-03-29,1.0,10.0,0
20319,4577,63,51,2012-03-29,1.0,132.0,0
20349,11441,142,52,2012-03-29,3.0,32.0,0
20407,11693,146,41,2012-03-29,5.0,24.0,1
20434,5694,73,69,2012-03-29,1.0,36.0,0
20455,9461,118,34,2012-03-29,0.0,22.0,0
20459,7991,99,73,2012-03-29,0.0,14.0,0
20475,10718,133,41,2012-03-29,1.0,32.0,0
20506,7990,99,72,2012-03-29,0.0,13.0,0
20512,8754,109,61,2012-03-29,2.0,21.0,0
20514,4921,66,49,2012-03-29,1.0,97.0,0
20543,9652,120,59,2012-03-29,0.0,29.0,0
20551,9653,120,60,2012-03-29,1.0,30.0,0
20563,10006,124,74,2012-03-29,2.0,14.0,0
20568,10157,126,55,2012-03-29,3.0,30.0,0
20570,8761,109,68,2012-03-29,2.0,26.0,0
